4.000000	2712.837499	6.125000	3.500000	tri	-0.150000	0.000000	0.000000
4.000000	2712.837499	6.125000	3.500000	tri	-0.150000	0.000000	0.000000
4.000000	2712.837499	6.125000	3.500000	tri	-0.150000	0.000000	0.000000
4.000000	2712.837499	6.125000	3.500000	tri	-0.150000	0.000000	0.000000
4.000000	2712.837499	6.125000	3.500000	tri	-0.150000	0.000000	0.000000
4.000000	2712.837499	6.125000	3.500000	tri	-0.150000	0.000000	0.000000
4.000000	2712.837499	6.125000	3.500000	tri	-0.150000	0.000000	0.000000
4.000000	2712.837499	6.125000	3.500000	tri	-0.150000	0.000000	0.000000
4.000000	2712.837499	6.125000	3.500000	tri	-0.150000	0.000000	0.000000
4.000000	2712.837499	6.125000	3.500000	tri	-0.150000	0.000000	0.000000
4.000000	2712.837499	6.125000	3.500000	tri	-0.150000	0.000000	0.000000
1.000000	2712.837499	6.125000	3.500000	tri	-0.150000	0.000000	0.000000
4.000000	3107.799804	7.534000	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3108.837741	7.532893	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3109.876372	7.531786	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3110.915697	7.530679	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3111.955718	7.529572	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3112.996433	7.528465	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3114.037844	7.527359	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3115.079953	7.526252	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3116.122759	7.525130	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3117.166263	7.523984	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3118.210467	7.522837	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3119.255370	7.521691	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3120.300974	7.520545	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3121.347279	7.519398	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3122.394287	7.518252	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3123.441996	7.517106	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3124.490409	7.515959	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3125.539526	7.514813	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3126.589348	7.513667	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3127.639876	7.520128	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3128.691109	7.529125	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3129.743050	7.538123	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3130.795698	7.547120	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3131.849055	7.556117	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3132.903121	7.565115	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3133.957896	7.574112	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3135.013382	7.583109	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3136.069579	7.592107	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3137.126487	7.601104	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3138.184109	7.610101	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3139.242444	7.619099	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3140.301493	7.628096	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3141.361256	7.637093	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3142.421735	7.646091	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3143.482931	7.655088	4.200000	iso	0.000000	0.000000	0.000000
