4.000000	3144.544843	7.664085	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3145.607473	7.673083	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3146.670822	7.682080	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3147.734890	7.691077	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3148.799677	7.700075	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3149.865185	7.709072	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3150.931415	7.716097	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3151.998367	7.717206	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3153.066041	7.718315	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3154.134439	7.719424	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3155.203561	7.720532	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3156.273409	7.721641	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3157.343982	7.722750	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3158.415281	7.723859	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3159.487308	7.724968	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3160.560063	7.726076	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3161.633546	7.727185	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3162.707759	7.728294	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3163.782703	7.729403	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3164.858377	7.730890	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3165.934783	7.732502	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3167.011921	7.734115	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3168.089792	7.735728	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3169.168398	7.737341	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3170.247738	7.738954	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3171.327813	7.740566	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3172.408625	7.742179	4.200000	iso	0.000000	0.000000	0.000000
4.000000	3173.490174	7.743792	4.200000	iso	0.000000	0.000000	0.000000
3.000000	3174.437134	7.745203	4.200000	iso	0.000000	0.000000	0.000000
