#Network | Station | Latitude | Longitude | Elevation | Sitename | StartTime | EndTime
TA|E24A|46.560799|-104.307297|912.0|Baker, MT, USA|2008-11-12T00:00:00|2010-08-04T23:59:59
TA|E24K|68.0748|-148.4868|847.0|Your Creek, AK, USA|2016-06-29T00:00:00|2020-09-22T23:59:59
TA|E25A|46.5009|-103.401299|885.0|Miller Ranch, Amidon, ND, USA|2009-06-11T00:00:00|2011-06-18T23:59:59
TA|E25K|68.1207|-145.568|652.0|Arctic Village, AK, USA|2016-07-12T00:00:00|2020-09-28T23:59:59
TA|E26A|46.471199|-102.462097|806.0|Carlson Angus Ranch, Regent, ND, USA|2009-06-11T00:00:00|2011-06-24T23:59:59
TA|E27A|46.429298|-101.564499|738.0|Carson, ND, USA|2009-07-16T00:00:00|2011-06-06T23:59:59
TA|E27K|68.1861|-141.5951|654.0|Coleen River, AK, USA|2016-07-13T00:00:00|2020-09-22T23:59:59
TA|E28A|46.574799|-100.693398|579.0|Huff, ND, USA|2009-08-18T00:00:00|2011-06-06T23:59:59
TA|E28M|68.6043|-139.5349|474.0|Babbage River, YT, CAN|2017-08-20T00:00:00|2021-07-20T23:59:59
TA|E29A|46.568199|-99.641998|628.0|Napoleon, ND, USA|2009-08-19T00:00:00|2011-06-28T23:59:59
TA|E29M|68.3889|-137.8969|324.0|Blow River, YT, CAN|2017-08-19T00:00:00|2021-07-21T23:59:59
TA|E30A|46.502102|-98.909798|544.0|Jud, ND, USA|2009-08-20T00:00:00|2011-06-25T23:59:59
TA|E31A|46.5583|-97.887901|427.0|Nome, ND, USA|2010-08-19T00:00:00|2012-06-28T23:59:59
TA|E32A|46.592701|-97.070099|297.0|Braaten, Kindred, ND, USA|2010-08-10T00:00:00|2012-06-08T23:59:59
TA|E33A|46.503502|-96.005402|428.0|Westby DABS, Erhard, MN, USA|2010-08-20T00:00:00|2012-06-24T23:59:59
TA|E34A|46.513599|-95.169098|430.0|Wadena, MN, USA|2010-08-26T00:00:00|2012-07-31T23:59:59
TA|E35A|46.557201|-94.404297|409.0|Pequot Lakes, MN, USA|2010-08-25T00:00:00|2012-07-29T23:59:59
TA|E36A|46.5177|-93.255699|393.0|McGregor, MN, USA|2010-10-17T00:00:00|2012-07-29T23:59:59
TA|E37A|46.5658|-92.400002|304.0|Wrenshall, MN, USA|2010-10-16T00:00:00|2012-08-05T23:59:59
TA|E38A|46.605801|-91.554199|341.0|The Farm, Brule, WI, USA|2011-08-29T00:00:00|2013-11-26T23:59:59
TA|E39A|46.377701|-90.555702|426.0|Mellen, WI, USA|2011-09-07T00:00:00|2013-06-08T23:59:59
TA|E40A|46.444599|-89.899101|472.0|Wakefield, MI, USA|2011-09-09T00:00:00|2013-06-08T23:59:59
TA|E41A|46.464298|-88.9636|377.0|Kenton, MI, USA|2011-09-10T00:00:00|2013-06-08T23:59:59
TA|E42A|46.430099|-87.914001|475.0|Champion, MI, USA|2011-09-10T00:00:00|2013-06-09T23:59:59
TA|E43A|46.375801|-86.995399|303.0|Lone Tree Farm, Eben Junction, MI, USA|2011-09-11T00:00:00|2013-11-26T23:59:59
TA|E44A|46.6199|-85.921402|282.0|Grand Marais Airport, Grand Marais, MI, USA|2011-09-21T00:00:00|2014-05-19T23:59:59
TA|E45A|46.3563|-85.177399|251.0|Wooded Hills, Hulbert, MI, USA|2011-09-20T00:00:00|2013-06-12T23:59:59
TA|E46A|46.366501|-84.306198|269.0|Sault Ste Marie, MI, USA|2012-11-12T00:00:00|2013-11-26T23:59:59
TA|E47A|46.4547|-83.277702|246.0|Iron Bridge, ON, CAN|2012-11-09T00:00:00|2014-09-09T23:59:59
TA|E48A|46.4809|-82.165298|347.0|Lockeyer, ON, CAN|2012-11-01T00:00:00|2014-09-02T23:59:59
TA|E50A|46.423199|-80.737801|242.0|Wahnapitae, ON, CAN|2012-11-01T00:00:00|2014-08-23T23:59:59
TA|E51A|46.533298|-79.492401|369.0|G1948 Merrick Township, ON, CAN|2012-10-21T00:00:00|2014-08-24T23:59:59
TA|E52A|46.285099|-78.656898|252.0|Mattawa, ON, CAN|2012-11-07T00:00:00|2014-08-23T23:59:59
TA|E53A|46.378399|-77.663803|355.0|Dumoine, Pontiac MRC, QC, CAN|2012-09-11T00:00:00|2014-09-11T23:59:59
TA|E54A|46.433899|-77.186897|277.0|Lac Daplat, Pontiac, MRC, QC, CAN|2012-09-09T00:00:00|2014-09-14T23:59:59
TA|E55A|46.4538|-76.057198|180.0|Montcerf-Lytton, QC, CAN|2013-07-28T00:00:00|2015-07-06T23:59:59
TA|E56A|46.543598|-75.034103|320.0|St. Veronique, QC, CAN|2013-07-30T00:00:00|2015-07-03T23:59:59
TA|E57A|46.411701|-74.147102|572.0|Chemin Saint Guillaume, Saint Donat, QC, CAN|2013-08-06T00:00:00|2015-07-04T23:59:59
TA|E58A|46.372101|-73.2771|233.0|La Victoria, QC, CAN|2013-07-30T00:00:00|2015-07-11T23:59:59
TA|E59A|46.480301|-72.510803|62.0|St. Maurice, QC, CAN|2013-07-30T00:00:00|2015-07-23T23:59:59
TA|E60A|46.3689|-71.446899|181.0|Ste Agathe de Lotbiniere, QC, CAN|2013-08-07T00:00:00|2015-07-25T23:59:59
TA|E61A|46.431198|-70.488998|527.0|Lac Etchemin, QC, CAN|2013-08-06T00:00:00|2015-07-25T23:59:59
TA|E62A|46.620098|-69.522697|356.0|Clayton Lake, ME, USA|2013-10-09T00:00:00|2015-09-11T23:59:59
TA|E63A|46.422001|-68.462303|238.0|Oxbow, ME, USA|2013-09-23T00:00:00|2015-09-08T23:59:59
TA|E64A|46.4184|-67.828499|190.0|Bridgewater, ME, USA|2013-09-18T00:00:00|2015-09-01T23:59:59
TA|ELFS|40.618301|-120.727898|1553.0|Eagle Lake Field Station, Susanville, CA, USA|2005-05-20T00:00:00|2007-10-09T23:59:59
TA|EPYK|66.3701|-136.7191|717.0|Eagle Plains, Yukon Territory, CAN|2012-10-10T00:00:00|2021-08-05T23:59:59
TA|F03A|45.930599|-123.559097|324.6|Seaside, OR, USA|2005-11-08T00:00:00|2008-11-12T23:59:59
TA|F04A|45.932499|-122.419296|211.2|Amboy, WA,  USA|2005-10-25T00:00:00|2008-10-27T23:59:59
TA|F04D|46.082901|-123.010803|236.0|Rainier, OR, USA|2009-11-14T00:00:00|2016-09-30T23:59:59
TA|F05A|45.8839|-121.458801|454.8|White Salmon, WA, USA|2005-11-02T00:00:00|2008-01-26T23:59:59
TA|F05D|45.885201|-121.459702|472.0|White Salmon, WA, USA|2010-08-13T00:00:00|2016-06-01T23:59:59
TA|F06A|45.766399|-120.7817|577.0|Goldendale, WA, USA|2006-08-26T00:00:00|2008-03-28T23:59:59
TA|F07A|45.8951|-119.927803|227.0|Phinny Hill Vineyards, Prosser, WA, USA|2006-08-27T00:00:00|2008-12-03T23:59:59
TA|F08A|45.7971|-118.776802|487.0|Pendleton, OR, USA|2006-07-30T00:00:00|2008-06-05T23:59:59
TA|F09A|45.708698|-117.909401|894.0|S2 Ranch, Elgin, OR, USA|2006-08-09T00:00:00|2008-06-21T23:59:59
TA|F10A|45.9734|-117.227699|1136.0|Beach Ranch, Enterprise, OR, USA|2006-08-23T00:00:00|2009-01-08T23:59:59
TA|F11A|45.888302|-116.1549|1186.0|Grangeville, ID, USA|2006-11-04T00:00:00|2008-07-15T23:59:59
TA|F12A|45.7565|-115.2547|1442.0|Elk City, ID, USA|2006-11-03T00:00:00|2009-06-15T23:59:59
TA|F13A|45.789299|-114.331703|1462.0|Darby, MT, USA|2006-10-18T00:00:00|2009-06-11T23:59:59
TA|F14A|45.812199|-113.369904|1851.0|Wisdom, MT, USA|2006-10-19T00:00:00|2009-07-09T23:59:59
TA|F14K|65.4742|-166.3288|266.0|Arctic Creek, AK, USA|2017-07-19T00:00:00|2021-06-01T23:59:59
TA|F15A|45.8409|-112.492897|1995.0|Butte, MT, USA|2006-10-27T00:00:00|2009-07-10T23:59:59
TA|F15K|65.7077|-164.6483|388.0|North Star Ditch, AK, USA|2017-07-18T00:00:00|2020-09-22T23:59:59
TA|F16A|45.784302|-111.626198|1350.0|Kennard Place, Willow Creek, MT, USA|2007-10-18T00:00:00|2009-07-11T23:59:59
TA|F17A|45.905399|-110.658997|1545.0|Fitzpatrick Place, Clyde Park, MT, USA|2007-10-21T00:00:00|2009-09-09T23:59:59
TA|F17K|66.442|-161.2502|51.0|Baldwin Penninsula, AK, USA|2017-07-27T00:00:00|2021-05-30T23:59:59
TA|F18A|45.904598|-109.715797|1291.0|Big Timber, MT, USA|2007-09-18T00:00:00|2009-09-12T23:59:59
TA|F18K|66.6001|-159.6514|27.0|Selawik, AK, USA|2017-07-27T00:00:00|2020-10-20T23:59:59
TA|F19A|45.853802|-108.943703|1243.0|Roth Farm, Molt, MT, USA|2008-08-07T00:00:00|2010-06-07T23:59:59
TA|F19K|66.8332|-157.7728|161.0|Shaleruckik Mountain, AK, USA|2017-07-23T00:00:00|2021-05-27T23:59:59
TA|F20A|45.800598|-108.148804|1194.0|Billings, MT, USA|2008-07-23T00:00:00|2010-08-13T23:59:59
TA|F20K|67.0486|-155.7251|136.0|Avaraart Lake, AK, USA|2017-07-22T00:00:00|2020-09-22T23:59:59
TA|F21A|45.823101|-107.123299|1026.0|Absaloka Mine, Hardin, MT, USA|2008-08-12T00:00:00|2010-08-08T23:59:59
TA|F21K|67.2221|-153.483|597.0|Alatna River, AK, USA|2016-06-20T00:00:00|2020-09-22T23:59:59
TA|F22A|45.7794|-106.256897|882.0|Rosebud, MT, USA|2008-11-13T00:00:00|2010-08-08T23:59:59
TA|F22K|67.5076|-152.179|546.0|John River, AK, USA|2016-06-21T00:00:00|2021-06-03T23:59:59
TA|F23A|45.721199|-105.405602|953.0|Volborg, MT, USA|2008-11-17T00:00:00|2010-08-07T23:59:59
TA|F24A|45.8452|-104.444801|1105.0|Ekalaka, MT, USA|2008-11-15T00:00:00|2010-08-06T23:59:59
TA|F24K|67.5187|-147.8871|736.0|Squaw Lake, AK, USA|2016-06-30T00:00:00|2021-06-04T23:59:59
TA|F25A|45.925598|-103.457603|912.0|Bowman, SD, USA|2009-07-11T00:00:00|2011-06-23T23:59:59
TA|F25K|67.5933|-145.643|864.0|Christian River, AK, USA|2016-07-16T00:00:00|2021-06-09T23:59:59
TA|F26A|45.8512|-102.669701|852.0|Lodgepole, SD, USA|2009-07-12T00:00:00|2011-06-23T23:59:59
TA|F26K|67.6946|-144.1455|683.0|Sheenjek River, AK, USA|2016-07-15T00:00:00|2021-06-09T23:59:59
TA|F27A|45.8727|-102.020302|757.0|Lemmon, SD, USA|2009-07-19T00:00:00|2011-05-06T23:59:59
TA|F28A|45.848499|-100.800499|633.0|McLaughlin, SD, USA|2009-08-21T00:00:00|2011-05-06T23:59:59
TA|F28M|67.6136|-139.8717|564.0|Old Crow, YT, CAN|2017-08-18T00:00:00|2021-08-05T23:59:59
TA|F29A|45.833599|-99.827301|575.0|Eureka, SD, USA|2009-08-21T00:00:00|2011-08-26T23:59:59
TA|F30A|45.835602|-99.025002|601.0|Leola, SD, USA|2009-09-08T00:00:00|2011-07-28T23:59:59
TA|F30M|67.6106|-135.7863|414.0|Barrier River, YT, CAN|2017-08-22T00:00:00|2021-07-20T23:59:59
TA|F31A|45.859798|-98.252502|412.0|Hecla, SD, USA|2010-09-07T00:00:00|2012-06-07T23:59:59
TA|F31M|67.441|-133.742|56.0|Tsiigehtchic, NWT, CAN|2016-08-22T00:00:00|2021-07-21T23:59:59
TA|F32A|45.870499|-97.126404|371.0|Veblen, SD, USA|2010-10-24T00:00:00|2012-07-22T23:59:59
TA|F33A|45.839802|-96.2929|313.0|5 Mile Ranch, Herman, MN, USA|2010-08-22T00:00:00|2012-06-07T23:59:59
TA|F34A|45.795399|-95.258102|419.0|Alexandria, MN, USA|2010-09-09T00:00:00|2012-07-24T23:59:59
TA|F35A|45.858002|-94.573402|376.0|Swanville, MN, USA|2010-09-10T00:00:00|2012-07-27T23:59:59
TA|F36A|45.861801|-93.524101|345.0|Milaca, MN, USA|2010-09-11T00:00:00|2012-07-27T23:59:59
TA|F37A|45.7243|-92.626404|296.0|Hinrichs Farm, Grantsburg, WI, USA|2011-08-28T00:00:00|2013-07-10T23:59:59
TA|F38A|45.958801|-91.877502|321.0|Pierce - Schroeder Farm, Trego, WI, USA|2011-08-27T00:00:00|2013-07-10T23:59:59
TA|F39A|45.915298|-90.918999|440.0|Loretta, WI, USA|2011-09-08T00:00:00|2013-07-11T23:59:59
TA|F40A|45.918999|-90.121696|486.0|Park Falls, WI, USA|2011-09-01T00:00:00|2013-07-11T23:59:59
TA|F41A|45.738701|-89.104599|509.0|Three Lakes, WI, USA|2011-09-02T00:00:00|2013-06-10T23:59:59
TA|F42A|45.758701|-88.134697|358.0|Maple Grove Farm, Niagara, WI, USA|2011-09-09T00:00:00|2013-11-27T23:59:59
TA|F43A|45.831299|-87.169403|233.0|Flat Rock, Escanaba, MI, USA|2011-09-13T00:00:00|2013-06-11T23:59:59
TA|F44A|45.973701|-86.4226|234.0|Big Bay de Noc Black Bears, Cooks, MI, USA|2011-09-18T00:00:00|2013-06-11T23:59:59
TA|F45A|45.683701|-85.515602|173.0|CMU Biological Station, Beaver Island, MI, USA|2011-09-23T00:00:00|2014-07-22T23:59:59
TA|F46A|45.773701|-84.758598|198.0|Macinaw City Comets, Mackinaw City, MI, USA|2011-10-10T00:00:00|2013-06-12T23:59:59
TA|F48A|45.827801|-82.6185|203.0|Evansville, ON, CAN|2012-11-13T00:00:00|2014-09-04T23:59:59
TA|F49A|45.762699|-82.042297|230.0|Sandfield, ON, CAN|2012-11-10T00:00:00|2014-09-03T23:59:59
TA|F51A|45.928398|-79.915001|239.0|Arnstein, ON, CAN|2012-11-03T00:00:00|2014-08-19T23:59:59
TA|F52A|45.795101|-79.322701|351.0|Sundridge, ON, CAN|2012-11-02T00:00:00|2014-08-08T23:59:59
TA|F55A|45.833801|-76.350998|218.0|Otter Lake, QC, CAN|2012-11-08T00:00:00|2014-09-29T23:59:59
TA|F57A|45.812199|-74.692802|178.0|Harrington, QC, CAN|2013-07-27T00:00:00|2015-06-27T23:59:59
TA|F58A|45.866299|-73.814499|73.0|St-Lin Laurentide, QC, CAN|2013-07-27T00:00:00|2015-07-11T23:59:59
TA|F59A|45.851299|-72.783302|43.0|Saint Guilaume, QC, CAN|2013-08-08T00:00:00|2015-07-10T23:59:59
TA|F60A|45.9688|-71.951401|229.0|Warwick, QC, CAN|2013-08-07T00:00:00|2015-07-12T23:59:59
TA|F61A|45.9743|-70.992104|350.0|St Evariste, QC, CAN|2013-08-05T00:00:00|2015-07-25T23:59:59
TA|F62A|45.896801|-69.9664|331.0|Pittston Farm, Pittston Academy Grant, ME, USA|2013-09-27T00:00:00|2015-09-14T23:59:59
TA|F63A|45.702999|-69.102898|386.0|Nahmakanta, Browneville, ME, USA|2013-09-24T00:00:00|2015-09-08T23:59:59
TA|F64A|45.8633|-68.349602|179.0|Sherman, ME, USA|2013-09-23T00:00:00|2015-09-08T23:59:59
TA|G03A|45.3153|-123.281097|208.0|Yamhill, OR, USA|2006-07-15T00:00:00|2008-01-25T23:59:59
TA|G03D|45.211498|-123.264099|222.0|McMinnville, OR, USA|2009-10-24T00:00:00|2016-09-30T23:59:59
TA|G04A|45.205898|-122.478401|272.8|Mulino, OR, USA|2005-11-09T00:00:00|2008-11-12T23:59:59
TA|G05A|45.242199|-121.316704|594.4|Wamic, OR, USA|2005-11-03T00:00:00|2008-03-27T23:59:59
TA|G05D|45.242199|-121.316704|592.0|Wamic, OR, USA|2009-10-22T00:00:00|2016-09-30T23:59:59
TA|G06A|45.235699|-120.635101|780.0|Carlson Farm, Grass Valley, OR, USA|2006-08-15T00:00:00|2009-01-08T23:59:59
TA|G07A|45.266399|-119.669197|801.0|Ruggs Ranch, Heppner, OR, USA|2006-08-17T00:00:00|2008-05-09T23:59:59
TA|G08A|45.290401|-118.959503|1318.0|Pilot Rock, OR, USA|2006-08-10T00:00:00|2008-12-03T23:59:59
TA|G09A|45.278099|-117.780197|1027.0|Cove, OR, USA|2006-08-11T00:00:00|2008-07-17T23:59:59
TA|G10A|45.2925|-117.120399|1527.0|Bishop Farm, Joseph, OR, USA|2006-08-24T00:00:00|2008-07-18T23:59:59
TA|G11A|45.3997|-116.267998|1343.0|Walters Elk Ranch, Riggins, ID, USA|2006-11-08T00:00:00|2008-07-14T23:59:59
TA|G12A|45.128502|-115.325699|1780.0|Big Creek, Yellow Pine, ID, USA|2007-07-29T00:00:00|2009-07-25T23:59:59
TA|G13A|45.093102|-114.232903|1538.0|Cobalt, ID, USA|2006-11-14T00:00:00|2009-06-04T23:59:59
TA|G14A|45.243198|-113.460403|2140.0|Jackson, MT, USA|2006-11-10T00:00:00|2009-06-10T23:59:59
TA|G15A|45.166|-112.488701|1857.0|Dillon, MT, USA|2006-11-09T00:00:00|2009-06-09T23:59:59
TA|G15K|64.9941|-164.0386|249.0|Niukluk, AK, USA|2017-07-17T00:00:00|2021-05-31T23:59:59
TA|G16A|45.2285|-111.804604|1769.0|Moss Hill, Ennis, MT, USA|2007-09-24T00:00:00|2009-06-09T23:59:59
TA|G16K|65.3936|-162.3547|169.0|Koyuk River, AK, USA|2017-07-16T00:00:00|2021-05-31T23:59:59
TA|G17A|45.321201|-110.739799|1574.0|Pierce Place, Pray, MT, USA|2007-10-20T00:00:00|2009-09-08T23:59:59
TA|G17K|65.5011|-160.6514|338.0|Kiwalik Mountain, AK, USA|2017-07-13T00:00:00|2020-09-22T23:59:59
TA|G18A|45.317101|-109.563103|1699.0|Lazy EL Ranch, Roscoe, MT, USA|2007-10-28T00:00:00|2009-09-15T23:59:59
TA|G18K|65.895|-158.654|484.0|Tagagawik, AK, USA|2017-06-15T00:00:00|2021-05-18T23:59:59
TA|G19K|66.1434|-157.087|391.0|Purcell Mountains, AK, USA|2017-06-14T00:00:00|2020-09-22T23:59:59
TA|G20A|45.2202|-108.214104|1431.0|Bridger, MT, USA|2008-08-14T00:00:00|2010-08-12T23:59:59
TA|G21A|45.224998|-107.207001|1227.0|Lodge Grass, MT, USA|2008-07-24T00:00:00|2010-08-11T23:59:59
TA|G21K|66.5156|-153.5058|446.0|Allakaket, AK, USA|2016-06-18T00:00:00|2021-06-03T23:59:59
TA|G22A|45.218899|-106.292397|1203.0|Birney, MT, USA|2008-11-22T00:00:00|2010-08-10T23:59:59
TA|G22K|66.9214|-151.5073|205.0|Bettles, AK, USA|2016-06-17T00:00:00|2020-08-13T23:59:59
TA|G23A|45.201199|-105.390701|1064.0|Biddle, MT, USA|2008-11-23T00:00:00|2010-08-13T23:59:59
TA|G23K|66.7108|-150.0239|746.0|Bananza Creek, AK, USA|2016-06-16T00:00:00|2020-09-22T23:59:59
TA|G24A|45.327999|-104.416298|1147.0|Alzada, MT, USA|2008-11-25T00:00:00|2010-08-15T23:59:59
TA|G24K|66.7004|-147.4754|503.0|Hadweenzic River, AK, USA|2016-07-20T00:00:00|2020-09-22T23:59:59
TA|G25A|45.193501|-103.417297|894.0|Newell, SD, USA|2009-07-10T00:00:00|2011-06-03T23:59:59
TA|G25K|66.7653|-146.1013|146.0|Bearman Lake, AK, USA|2016-07-18T00:00:00|2021-06-07T23:59:59
TA|G26A|45.293701|-102.598999|833.0|Maurine, SD, USA|2009-07-09T00:00:00|2011-05-26T23:59:59
TA|G26K|66.9498|-143.7848|180.0|Porcupine River, AK, USA|2016-07-22T00:00:00|2021-06-08T23:59:59
TA|G27A|45.379101|-101.931|761.0|Dupree, SD, USA|2009-06-25T00:00:00|2011-05-26T23:59:59
TA|G27K|66.8088|-141.6549|686.0|Doyon Strip, AK, USA|2016-07-23T00:00:00|2020-09-22T23:59:59
TA|G28A|45.074902|-100.9161|709.0|Parade, SD, USA|2009-06-11T00:00:00|2011-05-07T23:59:59
TA|G29A|45.1926|-99.923401|588.0|Hoven, SD, USA|2009-09-10T00:00:00|2011-07-12T23:59:59
TA|G29M|66.9116|-138.0223|572.0|Pine Creek, YT, CAN|2017-08-17T00:00:00|2021-07-18T23:59:59
TA|G30A|45.129299|-99.1446|496.0|Faulkton, SD, USA|2009-09-09T00:00:00|2011-07-12T23:59:59
TA|G30M|66.9808|-136.2216|739.0|th Zraii Njik, YT, CAN|2016-08-24T00:00:00|2021-07-21T23:59:59
TA|G31A|45.225399|-98.208298|393.0|Conde, SD, USA|2010-09-02T00:00:00|2012-06-27T23:59:59
TA|G31M|66.9227|-134.2708|61.0|Satah River, YT, CAN|2017-08-22T00:00:00|2021-07-21T23:59:59
TA|G32A|45.255501|-97.499397|566.0|Webster, SD, USA|2010-09-01T00:00:00|2012-07-28T23:59:59
TA|G33A|45.194599|-96.438301|338.0|Ortonville, MN, USA|2010-10-07T00:00:00|2012-07-22T23:59:59
TA|G34A|45.241901|-95.638|316.0|Benson, MN, USA|2010-09-16T00:00:00|2012-07-26T23:59:59
TA|G35A|45.219898|-94.485497|361.0|Watkins, MN, USA|2010-09-15T00:00:00|2012-07-27T23:59:59
TA|G36A|45.234402|-93.7509|293.0|St. Michael, MN, USA|2010-09-12T00:00:00|2012-07-26T23:59:59
TA|G38A|45.1693|-91.854897|370.0|Ridgeland, WI, USA|2011-08-14T00:00:00|2013-06-06T23:59:59
TA|G39A|45.286701|-91.1698|350.0|Holcombe, WI, USA|2011-08-15T00:00:00|2013-11-13T23:59:59
TA|G40A|45.268398|-90.2006|472.0|Rib Lake, WI, USA|2011-08-19T00:00:00|2013-11-27T23:59:59
TA|G41A|45.2118|-89.181602|464.0|Antigo, WI, USA|2011-08-20T00:00:00|2013-06-13T23:59:59
TA|G42A|45.241798|-88.427696|315.0|Mountain, WI, USA|2011-09-30T00:00:00|2013-06-04T23:59:59
TA|G43A|45.257198|-87.686096|213.0|Wallace, MI, USA|2011-09-12T00:00:00|2013-06-11T23:59:59
TA|G45A|45.040401|-85.657097|284.0|Suttons Bay, MI, USA|2012-11-09T00:00:00|2014-07-14T23:59:59
TA|G46A|45.3176|-84.862099|239.0|Petoskey, MI, USA|2012-11-11T00:00:00|2014-07-18T23:59:59
TA|G47A|45.173|-83.855103|239.0|Hillman, MI, USA|2012-11-11T00:00:00|2014-07-17T23:59:59
TA|G53A|45.1222|-78.623703|333.0|Haliburton, ON, CAN|2012-11-18T00:00:00|2014-08-09T23:59:59
TA|G54A|45.3979|-78.089798|465.0|Lake Saint Peter, ON, CAN|2013-07-22T00:00:00|2015-06-24T23:59:59
TA|G55A|45.253201|-76.718697|228.0|Calabogie, ON, CAN|2012-11-09T00:00:00|2014-09-30T23:59:59
TA|G57A|45.1036|-74.985497|96.0|Newington, ON, CAN|2013-07-24T00:00:00|2015-07-08T23:59:59
TA|G58A|45.1492|-74.054001|53.0|Ormstown, QC, CAN|2013-07-25T00:00:00|2015-07-09T23:59:59
TA|G59A|45.0807|-73.180901|36.0|Clarenceville, QC, USA|2013-09-17T00:00:00|2015-07-14T23:59:59
TA|G60A|45.097698|-72.333702|391.0|Masonville, QC, CAN|2013-08-10T00:00:00|2015-07-13T23:59:59
TA|G61A|45.2827|-71.527298|378.0|St-Isidore-de-Clifton, QC, USA|2013-09-25T00:00:00|2015-07-28T23:59:59
TA|G62A|45.218601|-70.531898|426.0|West of Eustis, ME, USA|2013-09-20T00:00:00|2015-09-15T23:59:59
TA|G63A|45.1147|-69.618599|363.0|Kingsbury, ME, USA|2013-09-22T00:00:00|2015-08-31T23:59:59
TA|G64A|45.252701|-68.755798|165.0|Maxfield, ME, USA|2013-09-22T00:00:00|2015-09-04T23:59:59
TA|G65A|45.200199|-67.563202|78.0|Princeton, ME, USA|2013-09-24T00:00:00|2015-09-08T23:59:59
TA|H02A|44.676399|-123.999702|209.1|Toledo, OR, USA|2005-11-15T00:00:00|2008-01-23T23:59:59
TA|H03A|44.676498|-123.292297|214.3|Soap Creek Ranch, Albany, OR, USA|2005-11-10T00:00:00|2008-01-24T23:59:59
TA|H04A|44.683701|-122.186203|652.0|Detroit Lake, OR, USA|2005-11-09T00:00:00|2008-12-03T23:59:59
TA|H04D|44.523399|-122.737701|284.0|Lebanon, OR, USA|2010-08-12T00:00:00|2016-09-30T23:59:59
TA|H05A|44.647301|-121.227097|720.8|Madras, OR, USA|2005-12-09T00:00:00|2008-01-30T23:59:59
TA|H06A|44.734402|-120.334602|516.0|Lindquist Farm, Mitchell, OR, USA|2006-08-16T00:00:00|2008-05-08T23:59:59
TA|H07A|44.591301|-119.564598|1204.0|Lands Inn, Kimberly, OR, USA|2006-08-15T00:00:00|2008-04-18T23:59:59
TA|H08A|44.5191|-118.670403|1373.0|Prairie City, OR, USA|2006-07-28T00:00:00|2008-07-10T23:59:59
TA|H09A|44.665298|-117.664299|1263.0|Durkee, OR, USA|2006-07-29T00:00:00|2008-07-12T23:59:59
TA|H10A|44.589001|-116.747398|882.0|Noah's Angus Ranch, Cambridge, ID, USA|2006-10-28T00:00:00|2008-07-09T23:59:59
TA|H11A|44.703499|-116.012703|1525.0|Donnelly, ID, USA|2006-10-27T00:00:00|2008-07-16T23:59:59
TA|H12A|44.5494|-114.8554|1777.0|Diamond D Ranch, Stanley, ID, USA|2006-11-17T00:00:00|2009-07-27T23:59:59
TA|H13A|44.564201|-114.254501|1563.0|Challis, ID, USA|2006-12-30T00:00:00|2009-05-22T23:59:59
TA|H14A|44.616501|-113.367401|1933.0|Leadore, ID, USA|2007-08-16T00:00:00|2009-06-05T23:59:59
TA|H15A|44.617298|-112.643898|1957.0|Lima, MT, USA|2007-08-16T00:00:00|2009-06-07T23:59:59
TA|H16A|44.7038|-111.247803|2080.0|Russell Place, West Yellowstone, MT, USA|2007-08-25T00:00:00|2009-09-07T23:59:59
TA|H16K|64.6379|-162.239|216.0|Elim, AK, USA|2017-07-21T00:00:00|2020-09-28T23:59:59
TA|H17A|44.3951|-110.576202|2400.0|Grant Village (NPS), Yellowstone Nt. Park, WY, USA|2007-10-03T00:00:00|2018-09-04T23:59:59
TA|H17K|64.937|-159.9126|396.0|Granite Mountain, AK, USA|2017-07-11T00:00:00|2020-09-22T23:59:59
TA|H18A|44.676899|-109.664101|2221.0|Shoshone NF, Cody, WY, USA|2008-08-15T00:00:00|2010-06-08T23:59:59
TA|H18K|65.1527|-158.3633|494.0|Honhosa River, AK, USA|2017-06-16T00:00:00|2021-05-17T23:59:59
TA|H19A|44.670399|-108.985703|1479.0|Powell, WY, USA|2008-08-13T00:00:00|2010-09-14T23:59:59
TA|H19K|65.5276|-156.4494|107.0|Roundabout Mountain, AK, USA|2017-06-13T00:00:00|2021-05-18T23:59:59
TA|H20A|44.486801|-107.999001|1236.0|Greybull, WY, USA|2008-07-26T00:00:00|2010-09-14T23:59:59
TA|H20K|65.4924|-154.8808|514.0|Anotleneega Mountain, AK, USA|2017-06-11T00:00:00|2020-09-22T23:59:59
TA|H21A|44.627701|-107.042297|1411.0|Big Horn, Sheridan, WY, USA|2008-07-25T00:00:00|2010-09-08T23:59:59
TA|H21K|65.6571|-152.805|520.0|Melozitna River, AK, USA|2015-05-31T00:00:00|2019-10-03T23:59:59
TA|H22A|44.594299|-106.352097|1276.0|Lovato Ranch, Clearmont, WY, USA|2008-10-09T00:00:00|2010-09-09T23:59:59
TA|H22K|65.8937|-151.3773|561.0|Ishtalitna Creek, AK, USA|2016-06-14T00:00:00|2019-10-03T23:59:59
TA|H23A|44.562|-105.400703|1213.0|Clabaugh Cattle Company, Gillette, WY, USA|2008-10-18T00:00:00|2010-09-06T23:59:59
TA|H23K|65.8251|-149.5432|617.0|Yukon River, AK, USA|2015-05-21T00:00:00|2019-09-15T23:59:59
TA|H24A|44.747299|-104.552399|1166.0|Dirks Ranch, Alva, WY, USA|2008-10-20T00:00:00|2010-08-14T23:59:59
