#Network | Station | Latitude | Longitude | Elevation | Sitename | StartTime | EndTime
TA|R43A|38.276001|-89.930801|186.0|Red Bud, IL, USA|2011-08-03T00:00:00|2013-04-28T23:59:59
TA|R44A|38.247501|-89.080902|144.0|Waltonville, IL, USA|2011-05-21T00:00:00|2013-04-29T23:59:59
TA|R45A|38.292599|-88.281197|143.0|Skylar, Fairfield, IL, USA|2011-11-14T00:00:00|2013-07-12T23:59:59
TA|R46A|38.212399|-87.511398|164.0|Gibon Southern Titans, Haubstabt, IN, USA|2011-11-14T00:00:00|2013-07-12T23:59:59
TA|R47A|38.2957|-86.527|181.0|Wooly Knot Farm, English, IN, USA|2011-11-25T00:00:00|2013-07-14T23:59:59
TA|R48A|38.400101|-85.871399|243.0|Northridge Ranch, Floyd Knobs, IN, USA|2011-12-09T00:00:00|2013-07-18T23:59:59
TA|R49A|38.291599|-85.171402|251.0|Shelbyville, KY, USA|2012-06-06T00:00:00|2014-04-23T23:59:59
TA|R50A|38.281601|-84.3274|255.0|Paris, KY, USA|2012-06-17T00:00:00|2014-04-23T23:59:59
TA|R51A|38.300098|-83.583397|231.0|Hillsboro, KY, USA|2012-06-27T00:00:00|2014-04-23T23:59:59
TA|R52A|38.336601|-82.644302|300.0|Catlettsburg, KY, USA|2012-06-28T00:00:00|2014-04-24T23:59:59
TA|R53A|38.3307|-81.952202|294.0|Hurricane, WV, USA|2013-01-13T00:00:00|2014-12-09T23:59:59
TA|R54A|38.190899|-80.990402|512.0|Victor, WV, USA|2013-01-12T00:00:00|2015-04-27T23:59:59
TA|R55A|38.282501|-80.119499|833.0|Marlinton, WV, USA|2013-01-20T00:00:00|2015-05-01T23:59:59
TA|R56A|38.407101|-79.403099|902.0|Bull Pasture Mountain, McDowell, VA, USA|2013-06-22T00:00:00|2015-05-09T23:59:59
TA|R57A|38.297001|-78.523201|230.0|Stanardsville, VA, USA|2013-04-25T00:00:00|2015-04-27T23:59:59
TA|R58A|38.298901|-78.003403|184.0|Rapidan, VA, USA|2013-04-17T00:00:00|2015-04-15T23:59:59
TA|R58B|37.9636|-77.8787|116.0|Mineral, VA, USA|2012-08-02T00:00:00|2015-04-28T23:59:59
TA|R59A|38.2005|-77.116402|35.0|King George, VA, USA|2013-04-16T00:00:00|2015-04-21T23:59:59
TA|R60A|38.268398|-76.580704|33.0|Leonardtown, MD, USA|2013-04-18T00:00:00|2015-04-22T23:59:59
TA|R61A|38.330299|-75.338997|76.0|Willards, MD, USA|2013-05-27T00:00:00|2015-02-09T23:59:59
TA|S04C|37.504902|-121.327797|310.0|Ingram Canyon, Westley, CA, USA|2004-12-15T00:00:00|2007-09-03T23:59:59
TA|S05C|37.346001|-120.329597|85.0|Merced, CA, USA|2005-04-18T00:00:00|2007-12-08T23:59:59
TA|S06C|37.881699|-119.848801|1377.0|San Francisco Camp Mather, Mather, CA, USA|2005-10-08T00:00:00|2007-10-04T23:59:59
TA|S08C|37.499298|-118.171097|3087.0|White Mtn Res Sta-Crooked Creek, Bishop, CA, USA|2005-08-02T00:00:00|2007-10-03T23:59:59
TA|S09A|37.7243|-117.224602|1767.8|Goldfield, NV, USA|2006-04-12T00:00:00|2008-03-24T23:59:59
TA|S10A|37.923|-116.594803|1796.0|Tonopah Range, Tonopah, NV, USA|2007-01-22T00:00:00|2008-09-12T23:59:59
TA|S11A|37.644402|-115.7472|1456.0|Rachel, NV, USA|2007-01-23T00:00:00|2008-09-15T23:59:59
TA|S12A|37.608299|-114.8489|1479.0|Delamar Landing Field, Caliente, NV, USA|2007-02-10T00:00:00|2008-09-17T23:59:59
TA|S12K|55.703|-162.061|411.0|Black Hills, AK, USA|2016-06-11T00:00:00|2020-09-15T23:59:59
TA|S13A|37.580799|-113.860397|1698.0|Holt Ranch, Enterprise, UT, USA|2007-02-15T00:00:00|2008-10-09T23:59:59
TA|S14A|37.760101|-113.168404|1746.0|Cedar City, UT, USA|2007-01-27T00:00:00|2008-10-08T23:59:59
TA|S14K|56.2848|-159.5532|1059.0|Fog Glacier, AK, USA|2016-06-13T00:00:00|2020-04-25T23:59:59
TA|S15A|37.676102|-112.362701|2102.0|Panguitch, UT, USA|2007-05-15T00:00:00|2008-11-15T23:59:59
TA|S15K|56.3058|-158.54|17.0|Chignik Lagoon, AK, USA|2018-07-12T00:00:00|2020-02-12T23:59:59
TA|S16A|37.722198|-111.5961|1785.0|Weppner Ranch, Escalante, UT, USA|2007-08-01T00:00:00|2009-03-12T23:59:59
TA|S17A|37.635399|-110.801804|1373.0|Black Ridge (BLM), Bullfrog Basin, UT, USA|2007-07-28T00:00:00|2009-03-13T23:59:59
TA|S18A|37.6903|-109.994797|2351.0|Hurst Farm, Blanding, UT, USA|2007-06-25T00:00:00|2009-06-18T23:59:59
TA|S19A|37.745899|-109.136597|2059.0|Harvey Farm, Monticello, UT, USA|2007-06-23T00:00:00|2009-03-06T23:59:59
TA|S19K|57.2225|-153.2875|47.0|Old Harbor, AK, USA|2018-05-24T00:00:00|2020-02-17T23:59:59
TA|S20A|37.830002|-108.360497|2355.0|Disappointment Valley, Cahone, CO, USA|2008-06-19T00:00:00|2009-11-11T23:59:59
TA|S21A|37.661999|-107.791702|2723.0|Coal Bank Pass, Durango, CO, USA|2007-12-05T00:00:00|2009-11-09T23:59:59
TA|S22A|37.746101|-106.8293|2626.0|4UR Ranch, Creede, CO, USA|2008-06-15T00:00:00|2019-03-07T23:59:59
TA|S23A|37.705898|-106.002296|2323.0|Nye Farm, Monte Vista, CO, USA|2008-06-07T00:00:00|2010-06-17T23:59:59
TA|S24A|37.640701|-105.212601|2672.0|Houchin Ranch, La Veta, CO, USA|2008-06-13T00:00:00|2010-04-16T23:59:59
TA|S25A|37.660599|-104.434898|1821.0|Robets Cordova Ranch, Walsenberg, CO, USA|2008-06-12T00:00:00|2010-04-18T23:59:59
TA|S26A|37.621601|-103.4711|1394.0|Kim, CO, USA|2008-12-06T00:00:00|2010-11-07T23:59:59
TA|S27A|37.683701|-102.898201|1439.0|Los Animas, CO, USA|2008-12-15T00:00:00|2010-11-08T23:59:59
TA|S28A|37.589901|-101.897903|1064.0|Manter, KS, USA|2009-04-10T00:00:00|2011-03-15T23:59:59
TA|S29A|37.6199|-101.117996|931.0|Ulysses, KS, USA|2009-04-11T00:00:00|2011-03-14T23:59:59
TA|S30A|37.640202|-100.463997|853.0|Montezuma, KS, USA|2009-04-15T00:00:00|2011-03-16T23:59:59
TA|S31A|37.619301|-99.484497|700.0|Mullinville, KS, USA|2009-04-14T00:00:00|2011-03-10T23:59:59
TA|S31K|57.9616|-136.232|34.0|Pelican, AK, USA|2016-09-21T00:00:00|2019-10-15T23:59:59
TA|S32A|37.7001|-98.936302|558.0|Newby Ranch, Pratt, KS, USA|2009-10-11T00:00:00|2011-08-26T23:59:59
TA|S32K|57.4688|-134.5763|26.0|Killisnoo, AK, USA|2016-09-09T00:00:00|2019-08-26T23:59:59
TA|S33A|37.593601|-98.001602|471.0|Kaszmaul Farm, Murdock, KS, USA|2009-10-16T00:00:00|2011-08-26T23:59:59
TA|S34A|37.700901|-97.111099|373.0|Willow Spring Farm, Andover, KS, USA|2010-03-17T00:00:00|2012-03-04T23:59:59
TA|S34M|57.9128|-131.1312|298.0|Telegraph Creek, BC, CAN|2016-05-05T00:00:00|2021-06-22T23:59:59
TA|S35A|37.682098|-96.319|334.0|Otter Creek Ranch, Eureka, KS, USA|2010-03-26T00:00:00|2012-03-04T23:59:59
TA|S36A|37.723999|-95.5923|299.0|Lake Cedric, Chanute, KS, USA|2010-03-16T00:00:00|2012-03-02T23:59:59
TA|S37A|37.759701|-94.827904|260.0|Fort Scott, KS, USA|2010-06-21T00:00:00|2012-03-03T23:59:59
TA|S38A|37.630402|-93.907799|294.0|Stockton, MO, USA|2010-12-15T00:00:00|2012-10-27T23:59:59
TA|S39A|37.691002|-93.322601|331.0|Bolivar, MO, USA|2010-12-12T00:00:00|2012-10-26T23:59:59
TA|S40A|37.598801|-92.501404|336.0|Lebanon, MO, USA|2010-12-11T00:00:00|2012-09-13T23:59:59
TA|S41A|37.5877|-91.745796|376.0|Jillco Farms, Salem, MO, USA|2011-06-18T00:00:00|2013-05-23T23:59:59
TA|S42A|37.77|-90.7939|315.0|Caledonia, MO, USA|2011-07-24T00:00:00|2013-04-07T23:59:59
TA|S43A|37.571602|-90.075401|263.0|Fulton Ridge, Patton, MO, USA|2011-05-21T00:00:00|2013-04-14T23:59:59
TA|S44A|37.6936|-89.255096|155.0|Carbondale, IL, USA|2011-05-20T00:00:00|2013-12-16T23:59:59
TA|S45A|37.677399|-88.580399|122.0|Carrier Mills, IL, USA|2011-05-19T00:00:00|2013-05-22T23:59:59
TA|S46A|37.684898|-87.715302|125.0|Don Dixon Farm, Corydon, KY, USA|2011-11-24T00:00:00|2013-07-19T23:59:59
TA|S47A|37.594601|-86.877899|181.0|Hartford, KY, USA|2012-06-07T00:00:00|2013-07-19T23:59:59
TA|S48A|37.657398|-86.0569|238.0|Wiedeman Farm, Cecilia, KY, USA|2011-12-08T00:00:00|2013-07-18T23:59:59
TA|S49A|37.784901|-85.287498|230.0|Springfield, KY, USA|2012-06-08T00:00:00|2014-04-20T23:59:59
TA|S50A|37.679001|-84.400299|300.0|Richmond, KY, USA|2012-06-05T00:00:00|2014-04-20T23:59:59
TA|S51A|37.639198|-83.593498|286.0|Beattyville, KY, USA|2012-05-17T00:00:00|2014-04-21T23:59:59
TA|S52A|37.6791|-83.0784|367.0|Salyersville, KY, USA|2012-05-16T00:00:00|2014-04-21T23:59:59
TA|S53A|37.681499|-82.126404|564.0|Williamson, WV, USA|2013-01-15T00:00:00|2014-12-07T23:59:59
TA|S54A|37.799702|-81.311401|636.0|Dingess, Beckley, WV, USA|2013-05-17T00:00:00|2015-04-28T23:59:59
TA|S55A|37.7724|-80.501297|647.0|Lewisburg, WV, USA|2013-01-29T00:00:00|2014-12-12T23:59:59
TA|S56A|37.677101|-79.5662|449.0|Natural Bridge, VA, USA|2013-04-03T00:00:00|2015-04-30T23:59:59
TA|S57A|37.760502|-78.953598|264.0|Dark Hollow, Roseland, VA, USA|2013-03-28T00:00:00|2015-04-28T23:59:59
TA|S58A|37.612598|-78.051102|96.0|Poland Farm, Powhatan, VA, USA|2013-04-04T00:00:00|2015-04-24T23:59:59
TA|S59A|37.762001|-77.294197|40.0|Mechanicsville, VA, USA|2013-04-12T00:00:00|2015-04-23T23:59:59
TA|S60A|37.705502|-76.653503|36.0|Water View, VA, USA|2013-04-15T00:00:00|2015-04-23T23:59:59
TA|S61A|37.680401|-75.672699|58.0|Accomac, VA, USA|2013-05-27T00:00:00|2015-02-09T23:59:59
TA|SFIN|40.379002|-87.096703|165.0|Lafayette, IN, USA|2008-10-09T00:00:00|2018-08-15T23:59:59
TA|SPMN|45.224602|-92.803703|311.0|Marine on St. Croix, MN, USA|2008-10-07T00:00:00|2018-08-15T23:59:59
TA|SUSD|44.442902|-98.955597|520.0|Miller, SD, USA|2010-08-23T00:00:00|2018-08-15T23:59:59
TA|SUTB|39.229099|-121.786102|252.0|Sutter Butte, CA, USA|2005-05-17T00:00:00|2007-09-05T23:59:59
TA|T05C|36.895302|-120.673698|46.0|Eagle Field, Dos Palos, CA, USA|2005-02-14T00:00:00|2007-09-03T23:59:59
TA|T06C|37.006901|-119.7089|216.0|Millerton Lake Dam, Friant, CA, USA|2004-12-06T00:00:00|2007-12-06T23:59:59
TA|T11A|37.240799|-115.2202|1402.0|Corn Creek, Alamo, NV, USA|2007-02-11T00:00:00|2008-09-16T23:59:59
TA|T12A|36.725601|-114.714699|538.0|Moapa, NV, USA|2007-01-24T00:00:00|2008-10-11T23:59:59
TA|T13A|37.019501|-113.907303|878.0|Saint George, UT, USA|2007-01-29T00:00:00|2008-10-09T23:59:59
TA|T14A|37.061501|-113.084|1529.0|Hurricane, UT, USA|2007-01-28T00:00:00|2008-10-10T23:59:59
TA|T15A|37.018299|-112.382401|1561.0|Red Dirt Ranch, Kanab, UT, USA|2007-02-14T00:00:00|2008-11-11T23:59:59
TA|T16A|36.983898|-111.505997|1177.0|Glen Canyon Dam (NPS), Page, AZ, USA|2007-03-17T00:00:00|2008-11-19T23:59:59
TA|T17A|36.996899|-110.8041|1876.0|Navajo Res., Navajo Mountain, AZ, USA|2007-07-30T00:00:00|2009-03-04T23:59:59
TA|T18A|37.136398|-109.8741|1297.0|Mexican Hat, UT, USA|2007-06-23T00:00:00|2009-03-05T23:59:59
TA|T19A|36.829899|-109.024902|1736.0|Beclabito, NM, USA|2007-06-22T00:00:00|2009-03-03T23:59:59
TA|T21A|36.991402|-107.534203|2006.0|Navajo Lake, Ignacio, CO, USA|2008-05-24T00:00:00|2009-11-19T23:59:59
TA|T22A|37.013802|-106.903|2224.0|Edith, CO, USA|2007-12-21T00:00:00|2009-11-19T23:59:59
TA|T23A|37.036098|-106.037201|2429.0|Casias Ranch, Antonito, CO, USA|2008-06-06T00:00:00|2010-04-13T23:59:59
TA|T24A|37.073799|-105.052101|2510.0|Torres, Weston, CO, USA|2008-06-27T00:00:00|2009-08-13T23:59:59
TA|T24B|37.062401|-105.381699|2625.0|San Luis, CO, USA|2009-08-14T00:00:00|2010-04-12T23:59:59
TA|T25A|37.138802|-104.410797|2017.0|Trinidad, CO, USA|2008-05-25T00:00:00|2019-03-07T23:59:59
TA|T26A|37.174702|-103.5933|1830.0|Comanche National Grassland Park, Kim, CO, USA|2009-01-10T00:00:00|2010-11-07T23:59:59
TA|T27A|37.061401|-102.721397|1366.0|Campo, CO, USA|2008-12-17T00:00:00|2010-11-08T23:59:59
TA|T28A|37.120399|-102.113602|1148.0|Walsh, CO, USA|2008-12-16T00:00:00|2010-11-08T23:59:59
TA|T29A|37.156502|-101.294197|936.0|Hugoton, KS, USA|2009-04-08T00:00:00|2011-03-13T23:59:59
TA|T30A|37.052601|-100.527397|778.0|Plains, KS, USA|2009-04-09T00:00:00|2011-03-11T23:59:59
TA|T31A|37.097698|-99.677101|564.0|Randall Ranch, Ashland, KS, USA|2009-04-01T00:00:00|2011-03-11T23:59:59
TA|T32A|37.179699|-98.924698|596.0|Huddler Ranch, Lake City, KS, USA|2009-10-12T00:00:00|2011-08-27T23:59:59
TA|T33A|37.082401|-98.2444|394.0|Patterson Ranch, Waldron, KS, USA|2009-10-15T00:00:00|2011-08-27T23:59:59
TA|T33K|56.8144|-132.9524|22.0|Petersburg, AK, USA|2016-08-16T00:00:00|2021-06-15T23:59:59
TA|T34A|37.022202|-97.188301|361.0|McClaskey Farms, Geuda Springs, KS, USA|2010-05-05T00:00:00|2012-03-06T23:59:59
TA|T35A|36.9161|-96.5121|401.0|Sooner Cattle Company, Foraker, OK, USA|2010-05-06T00:00:00|2012-03-06T23:59:59
TA|T35M|56.9811|-130.2496|609.0|Bob Quinn, BC, CAN|2016-05-08T00:00:00|2021-06-21T23:59:59
TA|T36A|37.060501|-95.878899|243.0|Boggs Farm, Caney, KS, USA|2010-05-07T00:00:00|2012-03-02T23:59:59
TA|T37A|37.123001|-94.917603|256.0|Cheneyville 1850, Columbus, KS, USA|2010-05-20T00:00:00|2012-03-01T23:59:59
TA|T38A|37.0354|-94.292999|349.0|Diamond, MO, USA|2011-01-25T00:00:00|2012-10-28T23:59:59
TA|T39A|37.024101|-93.377403|366.0|Clever, MO, USA|2010-12-16T00:00:00|2012-10-28T23:59:59
TA|T40A|37.150398|-92.519302|399.0|Mansfield, MO, USA|2010-12-14T00:00:00|2012-10-31T23:59:59
TA|T41A|37.043598|-91.763603|366.0|Mountain View, MO, USA|2011-05-08T00:00:00|2013-03-18T23:59:59
TA|T42A|37.030102|-91.092697|162.0|Van Buren, MO, USA|2011-08-14T00:00:00|2013-03-20T23:59:59
TA|T43A|37.083302|-90.287804|167.0|Greenville, MO, USA|2011-07-24T00:00:00|2013-04-15T23:59:59
TA|T44A|37.085999|-89.5896|133.0|Benton, MO, USA|2011-07-23T00:00:00|2013-03-19T23:59:59
TA|T45A|37.0196|-88.644699|119.0|Paducah, KY, USA|2011-11-17T00:00:00|2013-07-23T23:59:59
TA|T46A|37.041698|-87.894096|169.0|Princeton, KY, USA|2011-11-18T00:00:00|2013-07-23T23:59:59
TA|T47A|36.988098|-87.105499|217.0|Sharon Grove, KY, USA|2011-11-19T00:00:00|2013-12-16T23:59:59
TA|T48A|37.109402|-86.394302|218.0|Bowling Green, KY, USA|2011-11-19T00:00:00|2013-07-20T23:59:59
TA|T49A|37.105|-85.533401|313.0|Edmonton, KY, USA|2012-05-21T00:00:00|2014-04-17T23:59:59
TA|T50A|37.020401|-84.838402|302.0|Nancy, KY, USA|2012-05-23T00:00:00|2014-04-17T23:59:59
TA|T51A|36.9655|-83.945396|329.0|Gray, KY, USA|2012-05-31T00:00:00|2014-04-18T23:59:59
TA|T52A|37.107601|-82.985199|436.0|Hallie, KY, USA|2012-05-15T00:00:00|2014-04-18T23:59:59
TA|T53A|36.9823|-82.535004|818.0|Wise, VA, USA|2013-01-18T00:00:00|2014-12-13T23:59:59
TA|T54A|37.060799|-81.576202|852.0|Tazewell, VA, USA|2013-01-30T00:00:00|2014-12-11T23:59:59
TA|T55A|37.117001|-80.784302|644.0|Pulaski, VA, USA|2013-02-20T00:00:00|2014-12-11T23:59:59
TA|T56A|37.028801|-80.031097|387.0|Rocky Mt, VA, USA|2013-03-16T00:00:00|2015-04-12T23:59:59
TA|T57A|36.998299|-79.253799|230.0|Hurt, VA, USA|2013-03-17T00:00:00|2015-03-18T23:59:59
TA|T58A|36.9454|-78.533798|167.0|Grand View Acres, VA, USA|2013-03-18T00:00:00|2015-04-13T23:59:59
TA|T59A|36.9716|-77.5541|63.0|Double 'B' Farms, VA, USA|2013-03-20T00:00:00|2015-02-04T23:59:59
TA|T60A|37.139702|-76.734901|11.0|Surry, VA, USA|2013-03-19T00:00:00|2015-04-23T23:59:59
TA|TASL|34.9454|-106.456497|1838.0|Snake Pit, Albuquerque Seismic Lab, NM, USA|2012-04-24T00:00:00|2012-08-30T23:59:59
TA|TASM|34.945499|-106.459999|1862.0|ASL Pad, Albuquerque Seismic Lab, NM, USA|2012-05-01T00:00:00|2012-08-30T23:59:59
TA|TASN|34.945499|-106.459999|1862.0|ASL Pad, Albuquerque Seismic Lab, NM, USA|2013-02-20T00:00:00|2013-07-11T23:59:59
TA|TASO|34.945499|-106.459999|1862.0|ASL Pad, Albuquerque Seismic Lab, NM, USA|2013-02-20T00:00:00|2013-07-11T23:59:59
TA|TASP|34.945499|-106.459999|1862.0|ASL Pad, Albuquerque Seismic Lab, NM, USA|2013-08-02T00:00:00|2013-08-09T23:59:59
TA|TCOL|64.8735|-147.8618|178.0|CIGO, UAF Yankovich Road, Fairbanks, AK, USA|2012-10-08T00:00:00|2019-10-01T23:59:59
TA|TFRD|33.494801|-116.602203|1000.0|Ford Ranch, Anza, CA, USA|2012-06-20T00:00:00|2012-12-12T23:59:59
TA|TIGA|31.4389|-83.589798|109.0|Tifton, GA, USA|2009-03-16T00:00:00|2018-08-15T23:59:59
TA|TOLK|68.6408|-149.5724|760.0|Toolik Lake Research Station, AK, USA|2011-08-13T00:00:00|2020-02-14T23:59:59
TA|TPFO|33.605999|-116.454399|1275.0|Pinon Flats, CA, USA|2010-04-09T00:00:00|2018-11-02T23:59:59
TA|TUL1|35.9104|-95.791901|256.0|Leonard, OK, USA|2008-10-16T00:00:00|2017-04-25T23:59:59
TA|TUL3|35.9105|-95.791801|265.0|Leonard, OK, USA|2017-04-25T00:00:00|2018-08-15T23:59:59
TA|TVZX|34.073299|-106.919601|0.0|PASSCAL Warehouse|2013-11-01T00:00:00|2014-12-25T23:59:59
TA|U04C|36.362701|-120.782799|812.6|Hernandez Reservoir, Idria, CA, USA|2004-12-05T00:00:00|2007-12-11T23:59:59
TA|U05C|36.335602|-120.120499|92.0|Westside ANR, Five Points, CA, USA|2004-12-04T00:00:00|2007-12-06T23:59:59
TA|U10A|36.4193|-116.329697|668.0|Ash Meadows, Armagosa, NV, USA|2006-06-17T00:00:00|2008-10-15T23:59:59
TA|U11A|36.423|-115.383499|867.0|Corn Creek, NV, USA|2006-06-20T00:00:00|2008-10-13T23:59:59
TA|U12A|36.432098|-114.538803|644.0|Valley of Fire, Overton, NV, USA|2006-06-21T00:00:00|2008-10-11T23:59:59
TA|U13A|36.4151|-113.965302|712.0|Pakoon Wash, AZ, USA|2007-02-16T00:00:00|2008-11-12T23:59:59
TA|U14A|36.418201|-113.180496|1916.0|Mt Trumbull, AZ, USA|2007-02-18T00:00:00|2008-11-13T23:59:59
TA|U15A|36.428001|-112.291496|2489.0|North Rim, AZ, USA|2007-05-16T00:00:00|2010-05-28T23:59:59
TA|U16A|36.142799|-111.1297|1544.0|Tuba City, AZ, USA|2007-05-18T00:00:00|2009-02-08T23:59:59
TA|U17A|36.599602|-110.662399|1976.0|Shonto, AZ, USA|2007-06-08T00:00:00|2009-02-09T23:59:59
TA|U18A|36.419899|-109.869598|1878.0|Rough Rock, Chinle, AZ, USA|2007-05-19T00:00:00|2009-02-11T23:59:59
TA|U19A|36.2925|-109.207603|2166.0|Dine' College, Tsaile, AZ, USA|2008-02-21T00:00:00|2009-03-18T23:59:59
TA|U20A|36.375801|-108.520401|1682.0|Newcomb, NM, USA|2008-02-19T00:00:00|2009-11-21T23:59:59
TA|U21A|36.4277|-107.657799|2124.0|Nageezi, NM, USA|2008-05-23T00:00:00|2009-11-20T23:59:59
TA|U22A|36.3773|-106.854599|2119.0|Llaves, NM, USA|2008-05-22T00:00:00|2010-04-03T23:59:59
TA|U23A|36.328899|-106.191902|2093.0|El Rito, NM, USA|2008-05-21T00:00:00|2010-04-06T23:59:59
TA|U24A|36.409302|-105.278397|2573.0|Moreno Valley High School, Angel Fire, NM, USA|2008-05-18T00:00:00|2010-04-11T23:59:59
TA|U25A|36.399799|-104.408096|1845.0|Circle Dot Ranch, Maxwell, NM, USA|2008-05-12T00:00:00|2010-04-15T23:59:59
TA|U26A|36.394501|-103.743896|1861.0|Atchley Ranch, Grenville, NM, USA|2008-05-11T00:00:00|2010-04-19T23:59:59
TA|U27A|36.421299|-102.8246|1342.0|Thompson Grove, Rita Blanca Nat Grassland, TX, USA|2009-04-15T00:00:00|2010-11-09T23:59:59
TA|U28A|36.379299|-102.224297|1165.0|Mallet, Rita Blanca National Grassland, TX, USA|2009-04-16T00:00:00|2010-11-09T23:59:59
TA|U29A|36.4519|-101.270203|928.0|Oasis Ranch, Spearman, TX, USA|2009-04-20T00:00:00|2011-03-13T23:59:59
TA|U30A|36.530399|-100.650902|881.0|WK&E Inc., Balko, OK, USA|2009-04-06T00:00:00|2011-03-12T23:59:59
TA|U31A|36.369499|-99.8508|725.0|Nine Bar Ranch, Gage, OK, USA|2009-04-07T00:00:00|2011-03-12T23:59:59
TA|U32A|36.379501|-99.001404|525.0|Winter Ranch, Mooreland, OK, USA|2009-10-24T00:00:00|2012-02-27T23:59:59
TA|U33A|36.432701|-98.113503|393.0|Lingo Farm, Meno, OK, USA|2009-10-25T00:00:00|2011-08-31T23:59:59
TA|U33K|56.1146|-133.121|11.0|Whale Pass, AK, USA|2016-08-20T00:00:00|2019-10-16T23:59:59
TA|U34A|36.436501|-97.5354|345.0|Anderson Ranch, Garber, OK, USA|2009-10-23T00:00:00|2011-09-02T23:59:59
TA|U35A|36.370899|-96.731796|303.0|Pawnee, OK, USA|2010-06-18T00:00:00|2012-02-12T23:59:59
TA|U35K|55.9154|-130.0257|17.0|Hyder, AK, USA|2016-08-21T00:00:00|2021-06-14T23:59:59
TA|U36A|36.3927|-95.732498|187.0|Oologah, OK, USA|2010-06-19T00:00:00|2012-02-12T23:59:59
TA|U37A|36.405998|-95.116096|248.0|Salina, OK, USA|2010-06-17T00:00:00|2012-02-19T23:59:59
TA|U38A|36.4394|-94.385696|389.0|Gravette, AR, USA|2010-06-16T00:00:00|2012-02-19T23:59:59
TA|U39A|36.382301|-93.480499|433.0|Green Forest, AR, USA|2011-01-26T00:00:00|2012-10-30T23:59:59
TA|U40A|36.3563|-92.8535|374.0|Yellville, AR, USA|2011-01-27T00:00:00|2016-06-21T23:59:59
TA|U41A|36.344002|-91.920303|300.0|Viola, AR, USA|2011-06-22T00:00:00|2013-05-26T23:59:59
TA|U42A|36.351398|-91.238297|119.0|Revenden, AR, USA|2011-06-21T00:00:00|2013-03-13T23:59:59
TA|U43A|36.369301|-90.405701|96.0|Rector, AR, USA|2011-07-21T00:00:00|2013-03-15T23:59:59
TA|U44A|36.5047|-89.686302|89.0|Portageville, MO, USA|2011-07-26T00:00:00|2013-05-01T23:59:59
TA|U44B|36.3391|-89.3507|136.0|Burton Farm, Hornbeak, TN, USA|2011-08-04T00:00:00|2013-03-09T23:59:59
TA|U45A|36.348099|-88.763496|144.0|Rockin P Farm, Martin, TN, USA|2011-08-08T00:00:00|2013-03-14T23:59:59
TA|U46A|36.359001|-88.177299|146.0|Springville, TN, USA|2011-11-20T00:00:00|2013-07-24T23:59:59
TA|U47A|36.441299|-87.2892|145.0|Clarksville, TN, USA|2011-12-03T00:00:00|2013-07-24T23:59:59
TA|U48A|36.5107|-86.540199|268.0|Cassie Pea, Portland, TN, USA|2011-12-10T00:00:00|2013-07-20T23:59:59
TA|U49A|36.512901|-85.779602|234.0|Red Boiling Springs, TN, USA|2012-05-22T00:00:00|2014-02-24T23:59:59
TA|U50A|36.4156|-84.843102|474.0|Jamestown, TN, USA|2012-05-28T00:00:00|2014-02-23T23:59:59
TA|U51A|36.378601|-84.016502|472.0|La Follette, TN, USA|2012-05-30T00:00:00|2014-02-27T23:59:59
TA|U52A|36.392899|-83.367104|510.0|Thorn Hill, TN, USA|2012-05-29T00:00:00|2014-02-25T23:59:59
TA|U53A|36.364399|-82.5765|559.0|Fall Branch, TN, USA|2012-05-21T00:00:00|2014-03-06T23:59:59
TA|U54A|36.520901|-81.820396|837.0|Nelson's Funny Farm, Mountain City, TN, USA|2013-02-28T00:00:00|2015-04-13T23:59:59
TA|U55A|36.5023|-81.047203|863.0|TA2, Sparta, NC, USA|2013-02-21T00:00:00|2014-12-13T23:59:59
TA|U56A|36.347198|-80.382896|363.0|King, NC, USA|2013-04-24T00:00:00|2015-04-13T23:59:59
TA|U57A|36.4319|-79.336403|178.0|Blanch, NC, USA|2013-04-21T00:00:00|2015-03-31T23:59:59
TA|U58A|36.394402|-78.549301|169.0|Oxford, NC, USA|2013-03-21T00:00:00|2015-04-01T23:59:59
TA|U59A|36.3526|-77.792503|99.0|Littleton, NC, USA|2013-03-21T00:00:00|2015-02-02T23:59:59
TA|U60A|36.471802|-77.159599|8.0|Pendleton, NC, USA|2013-04-23T00:00:00|2015-04-17T23:59:59
TA|U61A|36.331902|-76.446404|4.0|Possum Corner Farms, Belvidere, NC, USA|2013-04-24T00:00:00|2015-04-18T23:59:59
TA|V03C|36.0214|-121.235603|336.0|Hunter Liggett MR Jolon, CA, USA|2005-02-23T00:00:00|2007-12-05T23:59:59
TA|V04C|35.636002|-120.869904|431.0|Ramage Ranch, Paso Robles, CA, USA|2004-06-07T00:00:00|2007-09-01T23:59:59
TA|V05C|35.866699|-119.902802|118.0|Boulder Hill, Kettleman City, CA, USA|2005-04-11T00:00:00|2007-12-07T23:59:59
TA|V11A|35.838402|-115.430496|1117.0|Goodsprings, NV, USA|2006-06-16T00:00:00|2008-10-14T23:59:59
TA|V12A|35.726601|-114.851097|1098.0|Nelson, NV, USA|2006-06-19T00:00:00|2008-10-16T23:59:59
TA|V13A|35.8522|-113.984001|1402.0|Grand Canyon West Ranch, Meadview, AZ, USA|2007-03-10T00:00:00|2008-10-17T23:59:59
